"","x"
"28795","CFL1"
"28796","CHERP"
"28797","CITED4"
"28798","CLDN4"
"28799","CNKSR3"
"28800","CNOT6L"
"28801","COL1A2"
"28802","COPZ1"
"28803","CRK"
"28804","CRTC2"
"28805","CSNK2A1"
"28806","DCAF16"
"28807","DDX11"
"28808","DPM2"
"28809","DRAXIN"
"28810","DUSP8"
"28811","DUSP8"
"28812","DUSP8"
"28813","DUSP9"
"28814","DYNAP"
"28815","E2F3"
"28816","ECE1"
"28817","EIF4H"
"28818","EMX1"
"28819","EPB41L4B"
"28820","ERG28"
"28821","FAM49A"
"28822","FBXL18"
"28823","FEM1A"
"28824","FKBP1A"
"28825","FN3K"
"28826","FOSL1"
"28827","FOXJ2"
"28828","FRK"
"28829","FXYD1"
"28830","GBA2"
"28831","GDI1"
"28832","GLIS2"
"28833","GLIS2"
"28834","GLUL"
"28835","GPR20"
"28836","GPR20"
"28837","GPR26"
"28838","GPR35"
"28839","GRINA"
"28840","GRSF1"
"28841","HDLBP"
"28842","HIC2"
"28843","HOXD13"
"28844","HOXD3"
"28845","HSPB6"
"28846","ILK"
"28847","INSIG2"
"28848","IQSEC3"
"28849","IQSEC3"
"28850","ISL2"
"28851","ITM2C"
"28852","JUND"
"28853","KDM5C"
"28854","KIAA0895L"
"28855","KIAA1456"
"28856","KIF6"
"28857","KLHDC3"
"28858","LCOR"
"28859","LENG8"
"28860","LENG8"
"28861","LENG8"
"28862","LENG8"
"28863","LHFPL3"
"28864","LIMK1"
"28865","LRRC58"
"28866","LSM2"
"28867","LSM2"
"28868","LSM2"
"28869","LSM2"
"28870","LSM2"
"28871","LSM2"
"28872","MAFG"
"28873","MAPK1"
"28874","MARCHF9"
"28875","MARK2"
"28876","MARVELD1"
"28877","MAT2A"
"28878","MAX"
"28879","MC2R"
"28880","MIDN"
"28881","MIER3"
"28882","MKNK2"
"28883","MPLKIP"
"28884","MPRIP"
"28885","MRE11"
"28886","MRO"
"28887","MRPL12"
"28888","MRPL44"
"28889","MRRF"
"28890","MYH14"
"28891","NAB2"
"28892","NACC1"
"28893","NCEH1"
"28894","NDUFB11"
"28895","NKIRAS2"
"28896","NOL10"
"28897","NRBP1"
"28898","NTN1"
"28899","NXPH3"
"28900","OGT"
"28901","OLR1"
"28902","ORMDL3"
"28903","OSMR"
"28904","OTUB1"
"28905","PABPN1"
"28906","PADI1"
"28907","PADI1"
"28908","PAQR5"
"28909","PFKFB2"
"28910","PHLDA3"
"28911","PIGP"
"28912","PKM"
"28913","PKNOX2"
"28914","PLEKHM1"
"28915","PLEKHM1"
"28916","PLEKHM1"
"28917","PLXND1"
"28918","POGZ"
"28919","POM121C"
"28920","PRICKLE4"
"28921","PRRC2A"
"28922","PRRC2A"
"28923","PRRC2A"
"28924","PRRC2A"
"28925","PRRC2A"
"28926","PRRC2A"
"28927","PRRC2A"
"28928","PTGIS"
"28929","PTK7"
"28930","PYCR1"
"28931","RAB15"
"28932","RAB36"
"28933","RALY"
"28934","RARA"
"28935","RBPJL"
"28936","REEP4"
"28937","REPIN1"
"28938","RGP1"
"28939","RHOC"
"28940","RNF11"
"28941","RPRD2"
"28942","RREB1"
"28943","RTBDN"
"28944","RTN3"
"28945","SBF1"
"28946","SBNO1"
"28947","SCIN"
"28948","SDK1"
"28949","SELENOI"
"28950","SENP2"
"28951","SERINC1"
"28952","SESN2"
"28953","SESN2"
"28954","SGPL1"
"28955","SH3GL1"
"28956","SH3PXD2A"
"28957","SHMT2"
"28958","SHOC2"
"28959","SIX3"
"28960","SKI"
"28961","SLC27A1"
"28962","SLC35F6"
"28963","SLC7A5"
"28964","SLC9A1"
"28965","SMARCD1"
"28966","SMC1A"
"28967","SMYD5"
"28968","SNX19"
"28969","SP1"
"28970","SREBF1"
"28971","STK35"
"28972","STS"
"28973","SUSD6"
"28974","SYNGR2"
"28975","SZRD1"
"28976","TAF12"
"28977","TAGLN2"
"28978","TESMIN"
"28979","TET3"
"28980","TEX261"
"28981","TLN1"
"28982","TLR5"
"28983","TMEM189-UBE2V1"
"28984","TMEM189"
"28985","TMEM69"
"28986","TMEM86B"
"28987","TNPO2"
"28988","TOR2A"
"28989","TP53"
"28990","TPP1"
"28991","TRAM1"
"28992","TRIM21"
"28993","TRIM71"
"28994","TRMT9B"
"28995","TUBB2A"
"28996","UBE2V1"
"28997","UBE2Z"
"28998","UGT2B4"
"28999","UNC5B"
"29000","UNK"
"29001","USP12"
"29002","VPS37C"
"29003","VPS72"
"29004","WBP1L"
"29005","WDTC1"
"29006","WNT9B"
"29007","WNT9B"
"29008","YWHAE"
"29009","YWHAE"
"29010","ZBTB20"
"29011","ZBTB46"
"29012","ZCCHC3"
"29013","ZFYVE27"
"29014","ZNF385A"
"29015","ZNF444"
"29016","ZNF467"
"29017","ZNF689"
"29018","ZNF703"
"29019","ZNF708"
"29020","ZSCAN25"
"29021","AAK1"
"29022","ACBD5"
"29023","ADAR"
"29024","AGPAT5"
"29025","AGPAT5"
"29026","ALAD"
"29027","ATG2B"
"29028","BECN1"
"29029","BRI3BP"
"29030","CBWD1"
"29031","CBWD5"
"29032","CCNT2"
"29033","COL4A1"
"29034","CREBRF"
"29035","CSNK1A1"
"29036","DAB2"
"29037","DDX3X"
"29038","DDX6"
"29039","DGS2"
"29040","E2F3"
"29041","ELAVL2"
"29042","EPC2"
"29043","FAM241A"
"29044","FAM89A"
"29045","FBXL16"
"29046","FCF1"
"29047","FCHSD2"
"29048","FKBP5"
"29049","FOLR1"
"29050","FSIP2"
"29051","GINS4"
"29052","GJB7"
"29053","HOMER1"
"29054","HSP90B1"
"29055","HSPA8"
"29056","IL6ST"
"29057","INTU"
"29058","LRIG3"
"29059","MDM2"
"29060","MFSD8"
"29061","MYO10"
"29062","NDUFB5"
"29063","NEGR1"
"29064","NR6A1"
"29065","OTUD4"
"29066","PDIA6"
"29067","PDZD8"
"29068","PHOX2B"
"29069","PLCL1"
"29070","PLEKHA1"
"29071","PPP2R5E"
"29072","PRICKLE2"
"29073","PTEN"
"29074","PTEN"
"29075","PVR"
"29076","QSER1"
"29077","RAB32"
"29078","RBFOX2"
"29079","RBFOX2"
"29080","RPL37"
"29081","RRS1"
"29082","RSPO1"
"29083","SFT2D2"
"29084","SOD2"
"29085","SOD2"
"29086","SOWAHC"
"29087","SPINT2"
"29088","SRSF7"
"29089","SYT4"
"29090","TET3"
"29091","TMEM254"
"29092","TMEM37"
"29093","TNFRSF13C"
"29094","TNRC6A"
"29095","TNRC6A"
"29096","TPRG1L"
"29097","TXNRD1"
"29098","UBR3"
"29099","UGT3A1"
"29100","VIM"
"29101","VMP1"
"29102","WNK1"
"29103","XIAP"
"29104","YAF2"
"29105","YAP1"
"29106","YTHDC1"
"29107","YTHDC1"
"29108","YTHDF1"
"29109","ZCCHC14"
"29110","ZNF28"
"29111","ZNF608"
"29112","ZNF609"
"29113","ZNF652"
"29114","ZNF669"
"29115","ALDH9A1"
"29116","ANKEF1"
"29117","ANKRD33B"
"29118","ARL10"
"29119","ARL5B"
"29120","BCL2L11"
"29121","BICD2"
"29122","C15orf40"
"29123","CCND2"
"29124","CCT7"
"29125","CDC27"
"29126","CELF2"
"29127","DPP8"
"29128","EIF4G2"
"29129","EPB41L3"
"29130","EPHA4"
"29131","EREG"
"29132","FAM241A"
"29133","FCGR2A"
"29134","FKBP14"
"29135","FOXO3"
"29136","FRS2"
"29137","FSIP2"
"29138","GSPT1"
"29139","HMGB1"
"29140","HNRNPH1"
"29141","HNRNPH1"
"29142","ICOSLG"
"29143","IER5"
"29144","IFNGR2"
"29145","IFNGR2"
"29146","INO80D"
"29147","INO80D"
"29148","LIN54"
"29149","LRRC55"
"29150","MRPS10"
"29151","MTRNR2L8"
"29152","MYBL1"
"29153","NUFIP2"
"29154","ORC4"
"29155","PABPC1L2A"
"29156","PGAP4"
"29157","PGM3"
"29158","PPP1R2"
"29159","PPP6C"
"29160","RAB32"
"29161","RAB5B"
"29162","RABL3"
"29163","RLIM"
"29164","RPS6KB1"
"29165","RSL1D1"
"29166","SFT2D2"
"29167","SLC22A1"
"29168","SLC25A24"
"29169","SLC25A24"
"29170","SLC28A1"
"29171","SMU1"
"29172","SPDL1"
"29173","SPRED1"
"29174","SPRY1"
"29175","STRN3"
"29176","TSPAN31"
"29177","UBASH3B"
"29178","UHRF1BP1"
"29179","USP44"
"29180","WTIP"
"29181","XPNPEP3"
"29182","ZNF275"
"29183","ZNF391"
"29184","ZNF780A"
"29185","ZNF780A"
"29186","ACTB"
"29187","ACVR2B"
"29188","ADAT1"
"29189","ADH5"
"29190","ALDH18A1"
"29191","ALDH6A1"
"29192","AMD1"
"29193","ARHGAP18"
"29194","ATAD2"
"29195","ATP13A3"
"29196","ATP2B1"
"29197","ATRNL1"
"29198","ATXN7L1"
"29199","AZF1"
"29200","BTG1"
"29201","BUB1"
"29202","C11orf54"
"29203","C2orf15"
"29204","C3orf36"
"29205","C5orf51"
"29206","C8orf37"
"29207","CACNG1"
"29208","CACUL1"
"29209","CASP16P"
"29210","CBX3"
"29211","CCDC171"
"29212","CCDC58"
"29213","CCNT2"
"29214","CCPG1"
"29215","CCS"
"29216","CD68"
"29217","CD9"
"29218","CDC27"
"29219","CDC37L1"
"29220","CDK9"
"29221","CDKN1B"
"29222","CDX1"
"29223","CENPQ"
"29224","CHCHD7"
"29225","CHIC1"
"29226","CLCN3"
"29227","CLIC5"
"29228","CMSS1"
"29229","CNBP"
"29230","COCH"
"29231","COPS8"
"29232","CPEB2"
"29233","CSTF2"
"29234","CSTF2T"
"29235","DBN1"
"29236","DCAF7"
"29237","DCP2"
"29238","DCTN4"
"29239","DCX"
"29240","DDX3X"
"29241","DEPDC1"
"29242","DEPDC1B"
"29243","DGKH"
"29244","DICER1"
"29245","DIO2"
"29246","DMAC2L"
"29247","DNAJA1"
"29248","DNAJC28"
"29249","DNAJC28"
"29250","DSEL"
"29251","DSEL"
"29252","DTX3L"
"29253","DUSP3"
"29254","DYRK4"
"29255","E2F7"
"29256","EDEM3"
"29257","EDN3"
"29258","EEF2"
"29259","EIF2AK2"
"29260","EIF2AK4"
"29261","EIF2S1"
"29262","ELMSAN1"
"29263","EMC7"
"29264","ENAH"
"29265","ENPP6"
"29266","EPC1"
"29267","EPN2"
"29268","ETNK1"
"29269","FAM104A"
"29270","FAM107A"
"29271","FAM217B"
"29272","FAM71F2"
"29273","FEZ2"
"29274","FHL2"
"29275","FKBP1A"
"29276","FKBP9"
"29277","FMN2"
"29278","FOXO1"
"29279","FRK"
"29280","GADD45A"
"29281","GALNT4"
"29282","GALNT7"
"29283","GDNF"
"29284","GFPT1"
"29285","GIMAP4"
"29286","GLRX2"
"29287","GMNN"
"29288","GNS"
"29289","GOLGA3"
"29290","GOLGA8A"
"29291","GOLGA8B"
"29292","GOLIM4"
"29293","GPR137C"
"29294","GRB2"
"29295","GTDC1"
"29296","GTF3C4"
"29297","H2BC5"
"29298","HBP1"
"29299","HBP1"
"29300","HDAC4"
"29301","HELZ"
"29302","HIF1A"
"29303","HINT1"
"29304","HNRNPA0"
"29305","HNRNPAB"
"29306","HPRT1"
"29307","HRH4"
"29308","HSPA4"
"29309","IFNB1"
"29310","INCENP"
"29311","INTU"
"29312","ISLR2"
"29313","JAG1"
"29314","KANSL1"
"29315","KANSL1"
"29316","KANSL1"
"29317","KBTBD8"
"29318","KCNAB1"
"29319","KCNQ5"
"29320","KIF3A"
"29321","KIF5B"
"29322","KLHL11"
"29323","KLHL15"
"29324","LCOR"
"29325","LDHA"
"29326","LDHA"
"29327","LEPROT"
"29328","LMNB1"
"29329","LRIG2"
"29330","LRIG3"
"29331","LRRC1"
"29332","MAGI3"
"29333","MAP1B"
"29334","MAPK8"
"29335","MARCKS"
"29336","MBOAT2"
"29337","MDM2"
"29338","MLF2"
"29339","MPLKIP"
"29340","MRNIP"
"29341","MRNIP"
"29342","MRPL17"
"29343","MRPS16"
"29344","MSI2"
"29345","MTRNR2L3"
"29346","MTRNR2L5"
"29347","MTRNR2L7"
"29348","MYZAP"
"29349","MZT1"
"29350","NECAB1"
"29351","NEDD1"
"29352","NFYA"
"29353","NPTN"
"29354","NR3C1"
"29355","NRCAM"
"29356","NUDT3"
"29357","NUP50"
"29358","NUTF2"
"29359","OTUD4"
"29360","OTUD7B"
"29361","PABPC4L"
"29362","PANK3"
"29363","PARD6B"
"29364","PARP15"
"29365","PAWR"
"29366","PCBD2"
"29367","PCNX1"
"29368","PCTP"
"29369","PDE4D"
"29370","PDS5A"
"29371","PDZRN4"
"29372","PEBP1"
"29373","PELP1"
"29374","PEX5L"
"29375","PGGT1B"
"29376","PLA2G2C"
"29377","PLA2G4E"
"29378","PLA2G7"
"29379","PNISR"
"29380","PNRC2"
"29381","POC1B-GALNT4"
"29382","POU5F1B"
"29383","PPIL4"
"29384","PPP1R3D"
"29385","PRDM10"
"29386","PTMA"
"29387","PTPRG"
"29388","QKI"
"29389","RAB5C"
"29390","RABGEF1"
"29391","RALGAPA1"
"29392","RAN"
"29393","RASSF9"
"29394","RBM41"
"29395","RBMS3"
"29396","RCOR1"
"29397","RELCH"
"29398","RETSAT"
"29399","REV3L"
"29400","RHEBP1"
"29401","RHOB"
"29402","RO60"
"29403","RORB"
"29404","RPP40"
"29405","RPS23"
"29406","RPS3"
"29407","RPS6KA5"
"29408","SAR1B"
"29409","SCARF1"
"29410","SCARF1"
"29411","SCOC"
"29412","SDE2"
"29413","SEC23A"
"29414","SERP1"
"29415","SET"
"29416","SETBP1"
"29417","SFMBT2"
"29418","SFXN1"
"29419","SHMT1"
"29420","SHMT1"
"29421","SKI"
"29422","SKP1"
"29423","SLC10A7"
"29424","SLC16A6"
"29425","SLC7A11"
"29426","SLC8A1"
"29427","SMG1"
"29428","SMS"
"29429","SMU1"
"29430","SOD2"
"29431","SOD2"
"29432","SON"
"29433","SP4"
"29434","SPIDR"
"29435","SPIN4"
"29436","SPOP"
"29437","SPTY2D1"
"29438","SRPK2"
"29439","SRRM1"
"29440","TARDBP"
"29441","TCF15"
"29442","TEF"
"29443","TEX9"
"29444","TFDP2"
"29445","TGOLN2"
"29446","TIAL1"
"29447","TIMD4"
"29448","TLN1"
"29449","TMEM192"
"29450","TMEM30A"
"29451","TMOD3"
"29452","TMPRSS12"
"29453","TPD52"
"29454","TPM3"
"29455","TRA2B"
"29456","TSPAN2"
"29457","TTF2"
"29458","TTPAL"
"29459","TWISTNB"
"29460","UEVLD"
"29461","UGT2B11"
"29462","UHRF1BP1"
"29463","UNKL"
"29464","USP46"
"29465","VASP"
"29466","VHL"
"29467","VMP1"
"29468","VPS37A"
"29469","WDR26"
"29470","XKR4"
"29471","XRCC2"
"29472","YTHDF1"
"29473","YTHDF3"
"29474","ZBTB21"
"29475","ZBTB5"
"29476","ZMAT3"
"29477","ZNF239"
"29478","ZNF264"
"29479","ZNF567"
"29480","ZNF582"
"29481","ZNF587"
"29482","ZNF623"
"29483","ZNF623"
"29484","ZNF654"
"29485","ZNF749"
"29486","ZNF813"
"29487","ZSCAN21"
"29488","ZXDA"
"29489","ZYG11B"
"29490","A1CF"
"29491","ABCA12"
"29492","ADAM19"
"29493","ADCY5"
"29494","ADCY6"
"29495","ADPRH"
"29496","ADRB1"
"29497","AK2"
"29498","AK3"
"29499","AKAP11"
"29500","AKAP13"
"29501","AKAP2"
"29502","ALDH1A2"
"29503","ANGPTL2"
"29504","ANTXR2"
"29505","AP5B1"
"29506","ARFGEF3"
"29507","ARSL"
"29508","ATP5MF-PTCD1"
"29509","ATP6AP1L"
"29510","ATRN"
"29511","ATXN7"
"29512","ATXN7"
"29513","ATXN7L3"
"29514","B4GALNT3"
"29515","BACH1"
"29516","BACH2"
"29517","BAHD1"
"29518","BARHL1"
"29519","BLOC1S5"
"29520","BNC2"
"29521","C1D"
"29522","C1orf50"
"29523","C21orf62"
"29524","C21orf62"
"29525","C6orf132"
"29526","CALHM5"
"29527","CAPN15"
"29528","CAPN15"
"29529","CAPRIN1"
"29530","CBL"
"29531","CCDC43"
"29532","CCDC9B"
"29533","CCNT1"
"29534","CCR5"
"29535","CCRL2"
"29536","CD28"
"29537","CD68"
"29538","CDH8"
"29539","CDKN1B"
"29540","CGGBP1"
"29541","CLNK"
"29542","CLUAP1"
"29543","CPE"
"29544","CSNK2A1"
"29545","CYBB"
"29546","CYP2B6"
"29547","CYSLTR2"
"29548","DCAF7"
"29549","DDX42"
"29550","DENR"
"29551","DIP2A"
"29552","DKK3"
"29553","DNAJC16"
"29554","DUSP28"
"29555","DUSP4"
"29556","DYNLL2"
"29557","DYRK3"
"29558","EMX2"
"29559","EPHX2"
"29560","ETF1"
"29561","FAM102B"
"29562","FAM110A"
"29563","FAM167B"
"29564","FAM210B"
"29565","FAM221B"
"29566","FAM43B"
"29567","FAXC"
"29568","FBXO2"
"29569","FBXO31"
"29570","FCRL4"
"29571","FKRP"
"29572","FOXK2"
"29573","FSTL3"
"29574","GABARAPL1"
"29575","GAN"
"29576","GDE1"
"29577","GJB1"
"29578","GJD3"
"29579","GK5"
"29580","GPR107"
"29581","GPR137C"
"29582","GPR45"
"29583","GRID1"
"29584","GRSF1"
"29585","GTDC1"
"29586","GTF2H5"
"29587","HARS1"
"29588","HLCS"
"29589","HOXA10"
"29590","HRK"
"29591","HTR1F"
"29592","IL2RA"
"29593","IQCE"
"29594","KCNJ6"
"29595","KCNQ3"
"29596","KCTD11"
"29597","KCTD11"
"29598","KCTD7"
"29599","KLHL12"
"29600","KMT2D"
"29601","KRT32"
"29602","LCOR"
"29603","LHFPL2"
"29604","LHX5"
"29605","LINC00598"
"29606","LINS1"
"29607","LIPC"
"29608","LRIG1"
"29609","LRRC3C"
"29610","LRRC4"
"29611","LRRC47"
"29612","LRSAM1"
"29613","LSAMP"
"29614","LZTR1"
"29615","MAGEB10"
"29616","MAGEB4"
"29617","MAPK1"
"29618","MAPK14"
"29619","MBNL1"
"29620","MCTP1"
"29621","MCU"
"29622","MDFI"
"29623","MED8"
"29624","MEF2D"
"29625","METTL7A"
"29626","MEX3A"
"29627","MIER3"
"29628","MKKS"
"29629","MRM3"
"29630","MRPS27"
"29631","MTA3"
"29632","MTMR10"
"29633","MTMR10"
"29634","MYO1F"
"29635","MYO5A"
"29636","MYOCD"
"29637","NEURL1B"
"29638","NFE2L1"
"29639","NUDT16"
"29640","ODF4"
"29641","OGT"
"29642","ONECUT3"
"29643","PAFAH2"
"29644","PAIP2B"
"29645","PALM2AKAP2"
"29646","PAOX"
"29647","PATJ"
"29648","PEBP1"
"29649","PHF3"
"29650","PITPNM3"
"29651","PLCXD3"
"29652","PLD6"
"29653","PLXNA3"
"29654","POU2F1"
"29655","PPP1R3G"
"29656","PPP6R1"
"29657","PRKAR2A"
"29658","PRLR"
"29659","PSMB5"
"29660","PTCD1"
"29661","PTGIS"
"29662","PTPN14"
"29663","PTPRG"
"29664","PXDN"
"29665","QKI"
"29666","QPCTL"
"29667","RAB11FIP4"
"29668","RAB5B"
"29669","RAD51L3-RFFL"
"29670","RAP2B"
"29671","RAPGEF1"
"29672","RBM28"
"29673","RCOR1"
"29674","RETSAT"
"29675","RFFL"
"29676","RNF146"
"29677","RNF20"
"29678","RUNDC1"
"29679","RUNDC3B"
"29680","SAMD12"
"29681","SEC63"
"29682","SEMA3E"
"29683","SEMA3G"
"29684","SEMA4G"
"29685","SERPINA4"
"29686","SERPINF2"
"29687","SERPINF2"
"29688","SH2D4A"
"29689","SH3PXD2A"
"29690","SHISA6"
"29691","SLC12A3"
"29692","SLC1A1"
"29693","SLC22A6"
"29694","SLC25A32"
"29695","SLC27A2"
"29696","SLC39A10"
"29697","SLC43A2"
"29698","SLC43A2"
"29699","SLC5A12"
"29700","SLC6A4"
"29701","SLC7A6OS"
"29702","SLCO1B3"
"29703","SMAD6"
"29704","SMG7"
"29705","SNAI2"
"29706","SP1"
"29707","SP9"
"29708","SPATA2"
"29709","SPIB"
"29710","SPTLC2"
"29711","SRARP"
"29712","SRD5A1"
"29713","SRGAP1"
"29714","SRM"
"29715","SRRM4"
"29716","SSTR3"
"29717","STC2"
"29718","STRBP"
"29719","SURF6"
"29720","SURF6"
"29721","SYAP1"
"29722","SZRD1"
"29723","TACC2"
"29724","TBC1D13"
"29725","TBC1D8"
"29726","TBPL2"
"29727","TDRD6"
"29728","TECPR2"
"29729","TFAP2A"
"29730","THY1"
"29731","TLNRD1"
"29732","TLX1"
"29733","TMEM151A"
"29734","TMEM170B"
"29735","TMEM178B"
"29736","TMEM198"
"29737","TMEM239"
"29738","TMEM44"
"29739","TMEM74B"
"29740","TMEM87B"
"29741","TNS3"
"29742","TRIM33"
"29743","TRIM66"
"29744","TSKU"
"29745","TXLNB"
"29746","UBD"
"29747","UBD"
"29748","UBD"
"29749","UBD"
"29750","UBD"
"29751","UBD"
"29752","UBD"
"29753","UBXN11"
"29754","UNC13D"
"29755","VAV3"
"29756","VPS13D"
"29757","VTI1A"
"29758","XKR4"
"29759","ZBTB16"
"29760","ZBTB20"
"29761","ZBTB21"
"29762","ZBTB44"
"29763","ZDHHC16"
"29764","ZDHHC22"
"29765","ZNF22"
"29766","ZNF362"
"29767","ZNF398"
"29768","ZNF48"
"29769","ZNF619"
"29770","ZNF638"
"29771","ZNF644"
"29772","ZSCAN22"
"29773","ZSWIM5"
"29774","ZWILCH"
"29775","ABCG8"
"29776","ALDOA"
"29777","ANKMY1"
"29778","APC2"
"29779","ATP2B4"
"29780","BCL2L13"
"29781","BCORL1"
"29782","C1D"
"29783","C6orf47"
"29784","C6orf47"
"29785","C6orf47"
"29786","C6orf47"
"29787","C6orf47"
"29788","C6orf47"
"29789","C6orf47"
"29790","CAPN6"
"29791","CDK2"
"29792","CDK9"
"29793","CDKN1A"
"29794","CEP72"
"29795","CEP72"
"29796","CLIC4"
"29797","CMSS1"
"29798","CNOT6L"
"29799","CRCP"
"29800","CRKL"
"29801","CS"
"29802","CSDC2"
"29803","CTIF"
"29804","CTIF"
"29805","CYB561D1"
"29806","CYP27B1"
"29807","DCTN6"
"29808","DENND5B"
"29809","DROSHA"
"29810","DSN1"
"29811","DUSP4"
"29812","EIF2B2"
"29813","EPHA6"
"29814","ESR1"
"29815","F3"
"29816","FAM83F"
"29817","FBXL19"
"29818","GPR26"
"29819","GPR45"
"29820","GRINA"
"29821","GTPBP10"
"29822","HIVEP3"
"29823","HOXA13"
"29824","HOXB8"
"29825","HPR"
"29826","HS3ST1"
"29827","IMP4"
"29828","KCNH1"
"29829","KCNK12"
"29830","KCTD15"
"29831","LEFTY1"
"29832","LENG9"
"29833","LENG9"
"29834","LENG9"
"29835","LENG9"
"29836","LRSAM1"
"29837","MAP3K9"
"29838","MAPKBP1"
"29839","MMP17"
"29840","MRPS21"
"29841","MTCH1"
"29842","NFASC"
"29843","NRIP3"
"29844","NUDT16"
"29845","ORMDL1"
"29846","PAPLN"
"29847","PHLDA3"
"29848","PLEKHA6"
"29849","POFUT2"
"29850","PRLR"
"29851","PRRC2B"
"29852","RAB4A"
"29853","RAPGEF3"
"29854","RGS6"
"29855","RPL18A"
"29856","RTCB"
"29857","SEPTIN5"
"29858","SHISA4"
"29859","SLC35C2"
"29860","SLC66A2"
"29861","SMAD3"
"29862","SMYD1"
"29863","SPOCD1"
"29864","SREBF1"
"29865","TENM4"
"29866","TENT5B"
"29867","TEX9"
"29868","TMEM132B"
"29869","TWNK"
"29870","TXNIP"
"29871","UTP4"
"29872","UTP4"
"29873","VAV3"
"29874","WDPCP"
"29875","WFDC6"
"29876","ZBTB46"
"29877","ZBTB7B"
"29878","ZCCHC24"
"29879","ZNF383"
"29880","ZNF566"
"29881","AAR2"
"29882","ADRB1"
"29883","ANKRD11"
"29884","ARHGAP35"
"29885","ARL17B"
"29886","ARL17B"
"29887","ARL17B"
"29888","ARL5B"
"29889","ATXN7L3B"
"29890","BCAS1"
"29891","C1QTNF3"
"29892","CAMKK2"
"29893","CCDC117"
"29894","CEP57L1"
"29895","CERS2"
"29896","CFAP97D1"
"29897","COLCA1"
"29898","DDB1"
"29899","EDEM1"
"29900","EIF4H"
"29901","ENTR1"
"29902","EPHA7"
"29903","ESYT2"
"29904","ETNK1"
"29905","FAM83F"
"29906","GIGYF1"
"29907","GPR183"
"29908","GTPBP2"
"29909","H2BU1"
"29910","H2BU1"
"29911","HNRNPA1"
"29912","HOXA3"
"29913","HSF5"
"29914","IFT46"
"29915","IL6R"
"29916","ILDR1"
"29917","ILRUN"
"29918","INSIG1"
"29919","INTS2"
"29920","JMY"
"29921","KBTBD8"
"29922","KIF2C"
"29923","KRTAP6-1"
"29924","LIF"
"29925","LIPG"
"29926","LYN"
"29927","MATR3"
"29928","MATR3"
"29929","MBNL1"
"29930","MCFD2"
"29931","MELK"
"29932","MFSD8"
"29933","MTRNR2L1"
"29934","MTRNR2L11"
"29935","MTRNR2L7"
"29936","MVB12B"
"29937","NDUFS1"
"29938","NDUFS1"
"29939","NUDT16"
"29940","PARP2"
"29941","PCF11"
"29942","PEX10"
"29943","PGAM4"
"29944","PRMT6"
"29945","PTGES3L"
"29946","RMND5A"
"29947","RPL41"
"29948","RPL7L1"
"29949","RPS15A"
"29950","RTN4"
"29951","SESN1"
"29952","SLC22A3"
"29953","SNRPD3"
"29954","SSR1"
"29955","STK25"
"29956","TASOR2"
"29957","TBL1X"
"29958","TM4SF1"
"29959","TMED10"
"29960","TMEM174"
"29961","TMEM189-UBE2V1"
"29962","TMEM189"
"29963","TMEM81"
"29964","TNFRSF13C"
"29965","TOR1B"
"29966","TPM3"
"29967","TUFT1"
"29968","TXNIP"
"29969","UBE2D3"
"29970","UBE2V1"
"29971","YIPF6"
"29972","ZBTB8B"
"29973","ZCCHC3"
"29974","ZNF24"
"29975","ZNF845"
"29976","ZXDA"
"29977","ZXDB"
"29978","ABCC12"
"29979","ABL2"
"29980","AC005747.1"
"29981","ACTB"
"29982","ACTR8"
"29983","ADAMTS5"
"29984","AGO2"
"29985","AHSA2P"
"29986","AKAP8"
"29987","ARHGAP1"
"29988","ARL6IP1"
"29989","ARPP19"
"29990","ASB8"
"29991","BAG2"
"29992","BAG5"
"29993","BCAT1"
"29994","BCLAF1"
"29995","CBFA2T2"
"29996","CCDC6"
"29997","CCDC80"
"29998","CCNL2"
"29999","CHST9"
"30000","CITED4"
"30001","COA7"
"30002","COG6"
"30003","CPD"
"30004","CPEB3"
"30005","CREBBP"
"30006","CXCR6"
"30007","DICER1"
"30008","DLAT"
"30009","DMWD"
"30010","DMXL1"
"30011","DNAAF2"
"30012","DSP"
"30013","DST"
"30014","DUSP10"
"30015","DUSP28"
"30016","DUSP6"
"30017","DYRK2"
"30018","EDIL3"
"30019","EDN1"
"30020","EEF1A1"
"30021","EIF1"
"30022","EIF4G1"
"30023","ELAVL3"
"30024","ELF2"
"30025","ENAH"
"30026","EPS8"
"30027","ERBB3"
"30028","ERP29"
"30029","ESRP2"
"30030","ETS1"
"30031","FAM174B"
"30032","FAM210B"
"30033","FAM3C"
"30034","FBXW7"
"30035","FERMT2"
"30036","FOSL2"
"30037","FOXN2"
"30038","FOXO3"
"30039","FZR1"
"30040","G3BP1"
"30041","GAB1"
"30042","GATAD2A"
"30043","GK5"
"30044","GLRB"
"30045","GNAI2"
"30046","GPAM"
"30047","GPATCH8"
"30048","GPR180"
"30049","GRIA3"
"30050","H2AC12"
"30051","H3-3B"
"30052","H3-5"
"30053","HDLBP"
"30054","HMGB2"
"30055","HS2ST1"
"30056","ICMT"
"30057","IGFBP5"
"30058","IL6ST"
"30059","IMP3"
"30060","IRF2BP2"
"30061","ITGAV"
"30062","ITPR1"
"30063","JAML"
"30064","JUN"
"30065","KIF1C"
"30066","KLF10"
"30067","KLF7"
"30068","KRAS"
"30069","LCOR"
"30070","LONRF1"
